Age,Experience,Salary
24,3,23993.30646762853
44,23,83434.6805794542
39,19,71326.62989099529
59,38,135153.2930537159
56,38,126098.0256246178
36,16,63160.226081835324
46,28,94063.53139469228
58,37,129321.12211074735
49,30,103961.24342767926
31,13,56534.924735833294
38,18,61628.67866027281
43,25,88825.60705609483
47,27,96396.38260696972
46,25,93234.56983371648
38,20,72074.00364430611
34,15,61860.47444317348
41,23,81417.69345641421
46,27,95781.27153671256
25,5,32765.85467176493
31,10,42710.69144202032
24,3,26721.754012192676
39,20,75504.70771595807
57,37,124998.9776070782
43,22,79495.38021389207
55,35,113697.5133965976
29,10,44259.20213092315
40,21,76503.9949829972
58,40,135917.39527605675
27,6,35113.993898147004
47,26,96710.35191308422
55,37,128320.18785205821
27,8,47966.61363215689
58,39,133040.97990661234
54,35,116918.58823177437
43,24,88978.57896757084
42,22,85817.71216961484
27,6,34924.69197314717
27,6,27127.12683437309
25,6,34166.08061200883
51,32,108610.38445818545
32,13,49534.22235976158
51,30,106060.06031991229
52,31,103922.55505215263
45,26,95569.44131288696
30,10,47192.637502297424
24,6,31739.99317925266
52,34,114349.76530337722
58,40,133447.70213682877
57,36,120467.25425719356
45,24,87268.8671237577
52,34,107466.62276751937
27,9,41266.12989028061
23,3,24342.659824766768
41,20,78035.44900427223
49,28,100399.43472798026
32,14,58932.0042856145
25,5,31641.093327157178
36,16,66109.57281121837
27,9,48864.27519197766
51,33,114260.0514258451
59,38,130052.07243430208
23,5,32561.146763804467
36,17,64095.30549168891
32,12,50642.43670210375
29,11,48262.98385483571
47,28,98717.24511318552
26,6,33203.740322402664
27,8,41199.33760997894
47,28,93411.83548144132
25,7,41100.377235416716
40,20,76457.70005395368
41,22,79299.21601055723
54,33,119384.15872504636
41,21,78310.6021521112
33,12,51889.695612788775
22,4,25355.890151940108
47,26,97903.08099160266
35,15,59971.94706249633
59,40,132824.7521024176
58,39,134496.31890657955
32,12,54548.8661272661
57,38,133319.8249410164
34,13,56400.7971261489
24,5,32938.79948572945
54,35,118722.24042220513
27,6,36577.39825984492
31,10,47727.5678178016
26,5,32091.38080682798
44,26,87328.62571769892
31,10,44335.47807936778
23,2,21362.85497996043
34,16,63594.78808170569
23,4,33702.211326173376
41,20,78077.73174905627
22,2,18569.959917685916
58,37,125059.26944045266
30,9,46669.59110705197
38,20,72427.3393576464
30,10,48056.11349256404
32,13,53851.66627070703
36,17,65000.83318160072
45,25,88472.80383012624
59,38,120360.7264372026
56,38,129619.25337260241
51,31,104843.61071096979
52,32,106744.89720070547
26,7,36243.32410565755
35,17,68088.62863387333
32,12,45909.575735721824
30,12,53010.18652294108
55,34,114790.38223061491
33,14,58446.79316809877
56,35,122236.8476117055
56,38,127380.06965465422
22,1,18589.61880368449
43,24,85311.39902956682
50,32,110790.61177078249
29,9,42764.11827904584
32,11,45728.34438805789
58,39,127426.50423057952
35,15,63025.06254957145
51,32,111112.0320419635
56,38,130609.50884894776
42,24,83988.7886610681
58,37,124026.68468661567
26,7,32464.489216390426
40,21,76957.72726608932
35,16,63197.33886276373
47,29,99368.52539837771
25,4,32194.47374699521
46,27,93573.55662135793
46,27,96246.38840643756
39,19,69350.87073300936
29,10,42480.64000752706
35,14,57240.987228956255
53,33,111502.09181779015
59,39,132268.24634417857
54,34,118320.7527408672
44,26,95280.12328709058
36,16,59760.29117132479
54,35,120003.52691674694
46,28,97814.15562352515
38,20,68455.45622162224
54,36,118613.63871021627
23,5,30424.841857656058
35,17,60942.02955804605
27,9,40779.738557935685
27,9,34632.67250952412
24,4,26691.142896218073
28,7,30339.473266341807
29,10,42686.26437188119
36,17,64186.78383465257
50,30,105369.07668758447
54,34,116242.34664027047
51,33,109292.29836212317
48,27,92848.35502659356
57,39,126157.67419320196
50,30,105619.45651327034
59,41,137487.05959478673
54,35,121508.22464435145
58,39,129999.57504089012
48,30,98796.96983382684
54,33,113552.00211721481
25,7,35033.14097731667
43,25,85505.75302299883
23,2,18290.480911653547
31,10,46852.769257272754
26,5,30801.864638630548
31,12,53898.608271160134
54,36,127166.30242548602
59,39,127491.57409189556
34,13,53243.39703317447
52,31,108870.90340106108
57,39,132090.72019768777
45,25,93047.64355264722
36,18,70185.87489309866
50,32,113415.29034968492
29,8,39684.08061905201
26,5,28614.488759247477
50,31,113349.86955816203
25,5,30459.975537786773
33,13,53274.457529989595
23,2,18283.342054474895
48,27,96978.40524331297
52,31,111513.47007910947
57,37,124498.60381464181
57,38,128099.86135480237
47,27,96747.46932463037
48,27,97916.52430868722
26,5,29720.494651698908
41,22,79319.17240446772
32,14,54467.71394161513
31,13,49680.21082770022
59,39,129689.4658879785
27,9,38608.79972438164
29,11,42373.46874667152
44,24,89978.83400927427
47,26,94578.70321486446
33,15,59426.68134997758
47,26,97413.64395444171
34,14,59153.54214791623
39,18,67131.15303023778
46,25,94020.17318395012
54,34,119916.78455243967
33,12,48146.23500926928
57,39,133708.34320580345
25,7,33598.25128370233
26,8,40991.444716830425
58,40,132986.15969879314
29,8,37900.001831853624
49,31,105709.17763493159
52,31,105583.49538155289
30,11,43058.931165991315
50,29,95003.00762045717
35,17,61835.981000002226
43,24,94391.86984066195
32,12,52434.78266618259
44,23,90092.66782637722
22,4,25045.39822674082
58,40,132595.0354475706
42,24,91149.62197256257
47,27,97127.28728505249
57,38,125634.17350392157
44,25,91398.75245349611
22,4,29752.653855839446
36,15,56216.382700524206
42,24,87393.97499543206
30,12,45914.825670273094
30,9,46090.265972926856
31,13,53692.09529576461
47,27,97888.98347662862
56,38,127347.66819386007
46,26,87655.19271233003
47,29,99675.70351931495
32,13,56289.51857191733
59,38,135480.88634755556
23,4,27346.87026966603
28,10,41940.94226656344
39,21,78607.1083348023
48,28,101519.68420285752
55,37,125398.2612142252
48,30,104213.64262199636
38,20,74640.82477496097
45,26,92630.65113229599
46,26,93893.34288951194
28,9,46982.68975622172
27,7,29900.090803184885
45,26,91784.63291674334
54,36,119202.93761952703
50,31,111042.40918169869
43,24,86077.35349103686
47,27,97679.11432660194
49,29,106281.92033347761
42,23,80256.971183161
28,8,37417.447086350556
38,18,72972.24710963579
41,21,74636.81165597869
41,20,74018.6589485529
43,23,79198.93350107277
49,28,103590.09005022068
28,7,34756.260309257676
22,2,22053.481401141347
53,34,118527.94097273189
34,14,54590.28938875171
51,33,107287.99975490946
44,25,88841.60770796571
40,19,71792.51671026282
53,32,111318.48956420786
51,32,110335.0510231169
50,31,106003.68147300047
50,30,103387.38809445805
51,30,106393.11058644435
37,19,68528.42782991097
40,20,74714.02965572904
39,20,72811.12380577158
22,1,19386.815730929742
35,16,65825.72884095482
23,4,29948.13331935706
49,30,108367.87261761303
51,31,106997.72167397365
59,41,136249.85902450653
25,7,31193.143059625447
22,1,17472.352916503223
29,10,43579.486528156405
50,32,108148.55709314166
24,5,27634.620569731796
53,32,106406.90542946348
31,12,46474.26221283281
31,13,53133.63076273624
40,21,77746.2199188392
55,37,126449.1676084874
54,33,113723.31658934704
44,25,89534.96271349749
49,31,110751.5286471944
53,32,111341.2975286105
28,9,39603.79255857768
50,29,98927.15628782666
29,11,49392.43959085529
22,3,18389.97278984595
24,5,26984.744140935698
45,26,93755.73799880943
44,23,78780.34046944759
29,8,37656.93563635787
58,40,134387.5025188872
24,4,25849.987037398238
54,35,116551.93321741527
49,30,102719.66702535827
29,11,49450.95297996209
55,36,127994.13217233773
56,35,120918.4660447808
53,32,105535.1450604524
45,26,94204.30683133178
35,16,61310.849456333
53,32,108213.73144328465
37,18,66099.1808457245
25,4,25226.630456534356
58,38,124767.45719166646
42,22,80810.7936686809
35,16,67984.44039792947
52,33,110202.42672699149
39,20,79892.04107547252
28,7,37124.350032428425
31,11,47721.30813463175
28,8,38034.12025480157
54,36,119581.56749760383
44,26,92875.55780550354
42,23,85065.93714158742
40,19,65224.571257074334
40,21,85129.11501750295
57,37,120567.04090275163
50,31,105933.01359188564
39,20,66825.13642202072
23,3,23196.27225490333
22,2,19615.608372427465
26,6,31464.91989660195
41,21,78913.00101568125
32,14,55268.56483191881
23,2,23115.25639848881
24,3,20788.007761357476
44,24,87232.14983050217
33,12,49604.95714953305
41,20,74388.98166040031
26,5,31311.04594754155
58,37,124987.08280576734
59,39,131684.50279776845
51,32,107037.26376806984
30,11,50786.536691037734
55,36,124685.33209898387
56,38,128299.95067044425
43,22,80772.01994352158
45,25,89686.88518546139
38,18,72222.07011754285
31,13,54972.81670591353
51,31,111272.53298975831
44,25,88474.32678125358
53,35,120450.19783837386
38,18,72566.02194646603
38,20,71221.56259011931
35,17,62032.871417580296
30,10,45825.613484191155
23,4,22795.17432015895
46,26,87552.52500089693
30,9,46023.937190025645
43,22,85546.69557699702
25,5,26459.94133736046
47,28,94204.03971675919
50,29,100540.43089509028
55,34,121258.4250563587
44,24,85767.78464226557
58,38,129284.08505314443
32,12,51974.76522308409
27,9,41521.54340707586
39,21,81482.21343201025
42,24,83840.32691383178
57,37,125693.37968714575
59,40,135197.2770987921
55,34,117353.01289650293
38,20,70342.69637746687
58,39,127082.3934494199
46,26,88519.56816748455
59,41,139178.7642495274
33,13,51538.79102793195
44,25,90907.82471182391
43,25,89260.22911345462
42,24,83075.42859343506
48,30,101150.30279246128
52,34,116402.03948124229
27,8,38733.05412868688
48,30,105476.09670883122
55,34,116127.48632666422
33,12,48959.876662976916
28,8,39329.61157498585
31,13,57259.75737333984
38,17,60869.962799301145
47,26,91102.84198407875
42,21,80271.32042685026
49,30,105149.45690346172
23,5,30815.057881470526
22,3,22211.03492611064
57,38,123664.2519480739
47,26,98514.47815359998
50,29,105751.50766973269
42,22,80927.46552773663
32,14,53475.01814908712
32,14,54528.29727607599
57,36,124187.25053542928
56,35,119745.10319994212
55,37,124956.50250645484
45,25,94830.41161252762
43,22,84271.02563989857
26,6,29487.66459400009
54,35,119730.75700682608
57,36,121938.90947048865
41,22,81393.82937724466
40,19,72310.00578047347
56,37,134403.09633630022
38,17,67787.78497260783
55,35,119597.4479814996
30,10,50529.01817200047
47,27,96616.64837655774
23,4,21943.82711175897
30,10,44626.659061193954
30,11,49341.10974211616
38,17,67953.5884486949
22,3,26515.52411310497
46,25,90961.14940613345
46,28,98249.332914694
56,38,123792.57409492943
24,6,36585.266773586496
58,39,130583.1892594032
51,33,110061.39555913303
59,41,144883.7236645955
55,37,130040.25706472826
33,12,50156.75323322795
40,20,69357.98596723372
58,39,129344.5857361764
38,20,78737.40678877971
31,10,46030.13991111608
33,13,49951.69096009203
37,17,68351.9446266825
45,25,89370.42591416086
40,19,70553.89409662351
29,11,45281.47856120073
52,32,114919.17752441064
42,21,80139.90904506223
38,17,62041.826939570914
44,25,90601.56634035085
58,37,126822.8452392389
37,17,64738.77680522777
27,7,34896.95662962216
29,8,36904.84270974774
46,26,91012.42088532682
39,18,70369.17034560816
46,26,92167.29027898892
33,14,58137.04491457101
36,18,65645.0611026684
47,28,100622.48384911247
47,28,102443.33372336847
53,35,118979.64908000204
31,11,49561.87983082475
37,19,72678.9286157047
28,7,34993.705929174015
38,20,75690.09490349614
44,25,82694.69670091404
47,29,93000.30037348402
42,22,80011.56520803715
43,24,88400.39742715118
28,7,36244.84000924535
35,15,62237.6208869368
36,17,61894.79305255409
28,7,39148.518199938175
30,10,49886.43784324267
29,8,37410.768455282356
44,26,94312.99628451299
50,32,110068.45494149034
39,18,70825.5216348075
52,34,120880.43470010327
51,30,106481.90981952676
56,36,125293.32636299105
39,20,70710.86607646095
38,17,68700.92235785835
35,16,67330.02145256239
52,33,110729.49813126033
45,24,86530.93056305547
56,38,130058.3799026727
55,35,121343.35238339985
24,5,25420.81674470176
58,38,129494.73411723552
47,28,97501.95458430712
44,23,81594.0346031087
36,18,72070.174605178
25,5,30016.381132719718
50,31,110449.14595871832
43,22,77979.76092126404
46,25,92266.83697256327
34,15,62685.06856844976
39,20,73773.55419893721
54,35,118008.45967246554
37,19,67087.18477696156
23,4,23895.84196269617
56,37,124142.10014609352
55,37,122072.26648953003
51,30,103196.1600166849
34,15,59974.290749214124
34,14,57833.36459517813
39,18,72772.5350615953
53,33,111714.67993836464
53,34,116569.55563340355
56,38,126746.9096823803
50,32,108534.90425108866
50,32,109051.58231108103
37,18,67911.47360576062
31,12,51251.188798888186
51,31,107008.92610026938
46,28,101681.9918901553
41,22,75386.79885493629
26,5,33661.86087646785
22,3,22394.489002173887
51,32,109933.50125019203
24,3,24471.15356490907
35,17,67116.92612976792
51,30,102859.12532309217
25,7,33029.4223183415
39,18,71001.67901569295
58,38,123905.46351187423
46,28,97897.50010732924
22,3,21106.810988530033
36,16,59975.312476635365
30,12,45084.60845520551
36,18,70316.90616520711
45,27,95476.47769762896
25,4,25483.15639175511
33,15,58506.32627098829
58,39,128221.35305723717
58,40,132391.4424696785
27,8,37904.960992245826
45,26,92691.85142525744
32,13,54676.19083592483
34,14,51582.44275800342
55,36,123685.52787767444
46,25,85323.51133641986
28,10,45294.60043577475
25,4,26860.06713665463
29,9,45274.379539237954
41,23,80976.58073188727
50,31,109842.52003142114
31,13,49497.82032512353
55,35,120317.66360277921
47,27,89885.99709134284
24,3,27149.188883611343
27,9,46180.620210018635
26,8,35905.333332578746
26,8,38367.89170094395
44,23,85831.5137743856
30,10,40349.23500854217
56,37,123252.67990962927
41,23,80566.97054408754
56,35,127721.19095130589
39,18,72637.40709308108
38,19,70848.75140525169
45,25,92337.12223210202
24,6,32633.748553126155
53,35,120779.11182178925
56,35,117339.45751625803
59,39,136120.129175638
34,16,59696.77882618898
46,27,93352.0839237447
30,10,46770.68154533235
25,5,31037.2822552304
35,14,57569.470208211824
58,37,129018.80025062012
55,37,121516.83428373924
32,11,54033.06064002612
24,4,25498.03434586272
49,31,106734.76658854142
50,32,115579.48028537782
30,10,42871.6798795296
24,6,35069.127507568046
46,27,94857.03421540705
55,36,119974.4962930178
33,15,57848.78242290359
30,9,44198.840590316584
36,17,68542.7989892732
46,28,98676.8177597535
26,7,30706.16904434444
32,11,50406.594948985476
55,35,119573.60449615221
45,27,91692.55169951363
36,18,69039.1808610484
59,41,140401.51855594135
29,11,47020.156843991586
26,8,40769.99807536778
47,29,102387.18810332178
39,18,70925.91288448003
27,7,35083.53914684209
58,37,128956.08961648203
34,13,57242.5365362909
49,29,104378.00352064132
26,5,29558.63978982875
34,15,62455.239308465825
38,17,67658.94351442854
53,35,116083.0236157188
50,31,106355.52314716016
24,5,27908.773077311103
55,35,114036.3093614654
48,27,99510.23915053502
34,13,63803.56015304905
54,35,123125.0437056428
27,6,33988.57797385767
45,24,85952.54380811278
40,20,72224.74877031261
37,18,68951.93613645628
49,31,109904.9195397799
54,35,117476.25264337525
34,14,64692.78053265165
46,26,88848.0206018543
57,37,126673.4946145596
48,27,96710.88304561669
59,40,134519.87926123326
28,7,34793.43529328874
26,5,30747.39918109145
52,33,112150.68657474239
44,24,90863.66820663762
31,13,57862.32225022683
53,35,117834.37025185087
51,32,105565.08797027502
52,33,114452.94137116865
39,19,72844.78323004115
57,38,128815.63692665336
23,4,28098.8581630535
35,15,64144.58343373161
34,14,59498.91654100217
50,29,104094.30595981095
33,14,58761.74663412229
23,5,29754.427456993348
53,34,113663.67716994314
34,16,66351.36924537735
48,30,104307.7507065296
38,20,71162.18220433878
52,31,105116.06355346479
55,35,117246.60244049998
45,25,86301.8834384144
56,35,122506.65328001167
27,7,35474.66511177246
40,19,74828.01423212813
51,32,114008.42085975064
28,7,39232.34575083839
31,11,49902.07021812799
53,33,114862.58736045967
55,36,121928.91081004583
49,28,99129.06161829826
36,17,67253.09046713854
51,33,110116.05382469714
58,37,126338.34574613784
50,31,105271.47342541708
43,24,90018.94623572638
25,5,32151.17198073826
41,20,81912.36333672673
53,35,116726.89622827987
57,39,129048.5785598541
25,4,27672.503300732864
48,27,94323.62452230506
38,19,73112.85941055877
33,13,53847.14061968331
43,23,82534.40789490094
38,18,72262.81369384323
31,10,39951.23446867584
22,2,22626.33953051675
43,24,84846.6025963909
47,26,95950.26942177104
39,18,72668.76712419589
35,15,53170.94838884231
50,32,109365.13286373734
33,15,59174.574883959816
57,38,121426.49277040068
56,36,123683.25248162843
33,13,52415.841277636806
28,7,32882.81805130725
50,29,100548.53274773297
32,12,48530.05909064052
54,33,112787.42805688306
27,7,36555.37017285763
36,17,68443.73959019329
53,32,111266.49215052836
32,12,54308.27421198596
44,23,81362.12754832824
47,28,98958.66779980193
55,34,123819.83464452822
55,35,115228.30571047514
50,29,97613.72681318318
25,4,31339.915110000467
38,18,69661.57539580583
56,38,126195.4998750206
34,13,51110.979093483504
36,15,60392.03419142731
50,31,107900.73727084114
50,32,110415.58185831417
32,13,50081.657747423356
53,33,112989.15323211401
23,3,22295.75116096437
35,16,64439.331674189525
41,20,72258.6517187178
43,25,89228.08331954118
32,13,61402.679252907714
48,29,98053.80856402327
24,4,24758.211066285083
38,17,66218.41264070361
49,31,98173.23676363153
50,31,103219.51762864068
42,24,86932.07765012978
37,19,70472.98963770054
58,39,134664.12147263094
41,23,82285.62548496507
27,7,35021.567510411645
40,19,70391.38767451514
26,5,29471.464765672965
24,3,20865.236545409563
22,2,20557.60229110564
59,39,129086.2295583323
36,16,59367.70373625993
55,34,115581.62768749578
56,38,129353.45845921586
46,26,93426.76652267374
45,26,94502.81957966276
33,13,51230.29159299069
39,20,74460.41160285474
36,15,65605.37630461568
37,18,72692.54419572238
48,28,95176.08934243355
29,9,38974.78822148549
46,28,103092.41116784334
38,17,67854.65127875772
50,31,106927.80974078794
29,8,38592.7649913318
36,16,63682.37933581724
48,30,104719.98051538004
28,8,37400.51661280443
24,4,26510.39847675583
