data1,data2,output
-7.249581117080135,4.551866866094867,1
-3.17867297899483,3.5863333062710705,1
-7.730529575188219,-0.5899856182063541,1
8.493872365571256,-2.2420294209654035,1
7.5467870676196185,-2.480801807186726,1
-4.841167445696888,2.800975938601127,1
3.19968092068358,-0.10411290116253191,1
6.344444004024318,6.982644959770212,1
1.104016231989247,7.494039686534244,1
0.5930115671201293,-6.58879243986963,0
-5.162954181990966,-7.275326969085487,0
-8.137944643882015,2.608018520719991,1
7.944315159066534,-3.975485038754412,1
8.008361143266608,-9.628585624698022,0
2.6620291454653593,7.772853387259101,1
-3.219404179025986,-5.461984655123835,0
-3.015808507746782,8.585613033716182,1
4.519113577404788,4.348689017565073,0
7.942205199051543,5.253069798229685,0
7.741728485302346,-5.970770084136792,1
5.597510917152476,-5.316111487663742,1
2.8406329230857548,0.4253550764813152,0
-8.317200700099024,-6.558002947002757,0
-6.767425718107725,-3.8913661463393545,0
7.971083770541586,-3.570750441043911,1
2.128581193191799,-6.807401334944718,0
-9.816058967667407,-5.8963433320967855,0
-7.9705691426793575,5.771036840165131,1
3.2700353821611152,-6.656082909054632,0
-9.898768323075625,-9.43085216312155,0
-6.783838971650027,2.5870988525787695,1
0.9746757873317229,9.519662387849,1
3.837903953853864,-3.3757237075375723,1
3.0392251900520115,-7.626885936074954,0
-5.514613810788804,1.4077465073506161,1
4.243584426950717,8.127084221912924,1
-5.255018250063999,5.681235596569575,1
-3.4920060368146455,2.4503173682543196,1
4.929828102360483,-3.698870067848013,1
2.992657980944294,0.8376034655243991,0
6.984468209883559,-8.175103173914893,0
3.152257846006867,3.5789084856133986,0
1.3661720667094315,4.501920377953017,1
-8.12650464343815,9.300632458198375,1
-2.645683938811329,-4.792052825098567,0
-4.695952646365491,-9.630871619139548,0
-5.1202071324183285,0.9121692885430122,1
9.460211095048912,4.135810087936289,0
-2.138045506664792,5.808149517659761,1
7.8409311035422675,-6.125221339503788,1
2.622772519945258,-4.764942619259527,0
5.896226070832968,0.251818505345927,1
0.0527418621038418,-3.3879838005999634,0
1.5380776925271817,7.2102297317489,1
-0.14964612362272156,-0.5247969252255942,1
-6.09514024403911,5.99157288204006,1
4.4490423052301065,1.612395209647076,0
-4.384552751182884,5.46180283234224,1
-9.513680671370924,-3.3465402693935236,0
2.9094459181433567,6.628332438606222,1
-6.457786411859021,-4.5085536889795685,0
8.809171687058285,0.9219761600658156,1
9.078571540051747,-5.719857736522515,1
8.29728780440897,-0.48946956747613335,1
-2.5968259948911125,-3.636495809825937,0
-9.690867669422651,-4.665931387255715,0
8.566371251754507,9.339700360560748,1
-1.4363170336537134,-6.798517890265387,0
9.333096380873393,5.746516749147904,0
9.272399541785056,9.683299189664297,1
7.060189109347203,-9.601970325198444,0
-4.111022158608286,3.9805482808418997,1
-2.298045427961495,-4.941763888874258,0
7.022733430337137,-9.190243513433911,0
-3.661559896874447,-1.9422084208673844,0
-6.61014506627815,8.7043562034175,1
1.1360252491670035,-9.764698112660046,0
8.72309548321562,1.7577138385956346,1
3.9205959334994596,0.027929571906486927,1
1.4012234017872984,7.46768328742095,1
-8.05647012458463,-8.319965709587487,0
2.3001445339833957,3.630520597733007,0
9.801077002085265,3.6021939686655458,0
-7.19831969526952,3.381600337245665,1
0.3665930472747352,8.846689898700738,1
7.5474614385591074,6.461750580137608,1
4.815372355084088,-9.16054547512988,0
3.9403148199053604,-0.5783429859097371,1
4.049681679742186,-2.04093887597333,1
-2.8101769756048967,-3.797055578183959,0
-4.128163114710133,-0.9732654969180548,1
6.187223109570272,-2.3161163014804504,1
6.202267893583617,-1.3533220024266939,1
7.341446371602075,9.58523731217285,1
8.264811051129428,-8.227340505008385,1
0.22684797721875682,8.444617396774596,1
0.030325893743992083,-0.39526573057946557,0
5.965903579335503,2.474844909990823,0
2.999278615555303,6.603659332353878,1
4.039337545154067,-2.7907394170148887,1
5.91585338872202,-1.391561838240662,1
7.8001068363513255,-1.8096303944257208,1
-3.240096862969284,-2.505379549284803,0
-2.48834094720112,8.510586432937899,1
-8.12036120318262,6.5785978238602425,1
1.5656028199234804,-7.820000202740478,0
-9.281154524065158,-7.83753295045808,0
-0.6880396373507978,-1.4426097029401763,0
0.8528926941515316,-8.026852465343818,0
-4.269174957434312,2.3818619054223937,1
1.816665211380215,-7.126167854765322,0
-9.389995001219011,0.4474652793360221,1
-9.253036225015713,-9.855601059925645,0
6.452011213193167,-3.668073031747065,1
-2.7961871717747417,3.543814473453109,1
-7.458789746962305,-0.3192211954430313,1
0.4448652010960874,9.565389719979763,1
5.399871061972217,7.482075921324217,1
-5.683579450063137,-2.8185844191369753,0
2.4578095163800047,-9.090269170554508,0
-8.29305070012464,6.912526002300375,1
-8.966365576627846,8.224686206293427,1
0.6270926313629595,6.412547868380734,1
0.8127024322021299,-7.441001181604703,0
2.748598029964132,9.958302688245755,1
4.52182667445323,-4.828315568944523,1
9.517041589250692,4.484098256167401,0
0.3260069660239058,8.16069752671443,1
-3.5408705411750807,-5.286257713385812,0
5.903723895374073,8.165171093541321,1
-4.583354974758516,-3.8103684161026603,0
-1.2205715858872779,9.528264447681124,1
-8.430872373154681,-4.374799592390508,0
-9.49298513169085,9.068716495156703,1
9.252968293558503,-8.929106982146502,0
6.719602410244118,4.18544023339626,0
3.9194841218739604,0.642222676740074,0
-1.8209411117146033,-0.4424584575453867,0
-6.534113598583085,-5.5301137148832,0
-6.871259146578279,4.111915795529839,1
-4.995142036708094,-6.183810171073858,0
0.984533294122409,1.0568359196953647,0
4.291918454001246,-4.9350927391949835,1
3.2039475343546258,9.112427595627121,1
-4.401322061081143,-9.427376123286944,0
9.097305613263881,-6.005434397775269,1
4.757938333915369,-5.153787872251046,1
1.0870810502280133,-1.7186434846436711,0
2.2344149246870444,-5.34539516259893,0
-1.6079987514442013,-0.17301819462429435,0
-5.045380209976851,7.449310465170779,1
-2.8805464269747683,4.241268428183416,1
5.156922209287382,1.5992396107022202,0
-9.712130227404883,-8.219936440346407,0
-7.678547189861675,3.8798421677855117,1
-9.079947159564945,-6.671714313781203,0
-9.185423953620598,5.7273477192339595,1
7.109211680220145,-4.998864829796936,1
4.073157187600474,-1.6590254335819825,1
-0.5165234182534952,-2.990595953641442,0
-8.04331678697997,7.176278293497134,1
-0.1676824976633533,-7.469110825731837,0
-0.5305645843886868,1.312897647695772,0
-6.535962601799696,-7.158767811138755,0
-1.3229670152405397,4.095916722643732,1
-2.0299053120525308,8.101562555889622,1
2.3170019610443298,-1.3078469226549316,1
2.7018730173528756,-0.23815479470048295,0
-9.09391980455911,8.548456729655246,1
-2.5077477074705756,0.41982777298714247,1
2.5171983142847267,-0.24803123900878177,0
0.06272517160175362,1.5665820540860835,0
7.129796823766444,3.784594727259039,0
3.1738726323789006,-7.862332498259372,0
-6.741311458371406,6.422210554830322,1
-8.588625051991404,-1.289899450934815,1
2.8483855641263123,-8.55302980205029,0
-9.469773789167563,5.723653383964262,1
1.715511625469265,-2.461000566274558,1
8.804604828499151,-7.992650098098921,1
1.50948355751758,2.675580790865011,0
-2.236601475869562,7.6026270686728346,1
2.8657643688470635,7.755070188279728,1
-0.8349421901696665,9.153269496179462,1
0.9123357863186996,7.354109195333759,1
8.829296175530502,-9.957181613090496,0
-2.2779472439845154,-2.3951766717321954,0
9.223811276478283,6.370851598110061,1
8.107012839121275,-2.674939880030516,1
-6.084177304214071,2.0309701275941237,1
-8.612773982496691,2.126338947490641,1
-7.984439972451467,-2.6994939192235385,0
-9.635563486969005,8.089478545625752,1
-8.111140784881432,0.06456690772235163,1
3.6601354683271374,-0.7043158812499843,1
-8.57622703079542,9.95027491323792,1
-3.6204873941247744,-0.12999271854766725,1
6.89750621938909,-6.4320349614283785,1
-9.534561285283482,0.2613884572687617,1
6.289369651778717,6.280334710398602,1
-4.362904504532001,5.537206537965629,1
-7.636703447566875,5.77163530216942,1
3.9347433072830125,4.160475679958235,0
2.5788569355976794,-4.915643418666235,0
7.549440270541059,7.241681716804628,1
4.701420876077716,7.868869307525301,1
6.06961860769697,-6.116946067629019,1
-4.35930854857387,-7.390887268972122,0
-6.451209124405544,9.512099371782242,1
5.012295032817168,7.366479273007357,1
6.136694785345281,7.864722944198935,1
9.810102840013467,7.727527692487904,1
-1.7476464617714704,0.8337364806745668,1
-2.559638284144336,2.928034733315993,1
5.528259214839936,0.9072570426728337,0
-3.183929194939643,-8.975873016193418,0
8.615146512071295,4.910061707055453,0
7.168255036860238,0.10664066671760608,1
-1.420119452499634,2.9541814958045958,1
5.017421355829947,0.052796099510706185,1
5.0908574816936465,-0.16377355355088064,1
-7.937522623281348,-6.564217810444664,0
8.051058133591333,-4.425725697177021,1
0.10504744895714246,-6.822946161120884,0
6.529149322154833,-6.086674087493151,1
-3.599007979387765,9.459547608406098,1
7.9104645699240095,-6.937731084556031,1
-2.215966425316738,-4.6145915138958475,0
-9.783246970394032,1.8117931547716992,1
8.107639528385274,2.203571524732837,0
-8.174266464277329,-6.920517405123419,0
-3.6137272481917027,5.874348515704247,1
9.001239341016099,5.704057358256501,0
9.012142938751122,-5.253645915922178,1
1.4687577624657226,-4.226673946490791,0
2.6367442433959845,8.75975730918994,1
-1.031089560433605,6.513428919589561,1
-4.135784566038709,3.9559406612504766,1
-3.4267090926016808,-8.35533556978799,0
3.450369121540769,-1.6347183819484847,1
5.0474905887536,1.1860374415365413,0
5.83158087451697,-6.251774240324462,1
5.792362855891078,-1.0354683578355086,1
-8.175877939026194,2.0205175497737997,1
-0.11159390594837149,-3.4524663976920156,0
-8.848824799667113,5.618896379009744,1
0.9905776464747102,6.8089916327761095,1
-1.1693899725324606,-3.5278106113185848,0
7.754083655165996,6.7731430898491425,1
-2.9816997489584267,-7.9284686779397,0
-7.658659671447882,6.754581972453128,1
-7.140166358943283,-6.944991366647669,0
5.230212634349446,-8.34145694980548,0
2.364361266325222,2.835508088820225,0
-7.977546477544195,-0.5612526848941144,1
-8.317863877700052,8.157812008256656,1
4.019382629182399,-2.7362160781830163,1
-8.544739872716129,-4.2569547312474265,0
6.437201185807126,0.014698122883967102,1
4.1248445431299245,-0.8810762846267739,1
-8.373024387162005,-3.111439075656235,0
-8.30324571829616,3.874825973966571,1
9.732791570023508,5.191236678278166,0
-2.514584084877594,7.059679380602731,1
-2.587157058662182,9.457132094206855,1
6.255991345150051,-4.666876157349911,1
8.944971547677174,4.321869649799231,0
9.720021276457416,-2.114835290085095,1
5.0675637051788325,3.5416394390221626,0
-2.4748082893816843,-0.4803661930155929,0
-8.329985666026625,9.875462055358632,1
5.542938318548735,4.578042715814998,0
1.1680849947161,9.049826008686491,1
-1.5155598150604739,6.699390989623716,1
8.12708770189472,8.05802022326742,1
-7.776050353876974,6.2883839442935,1
-0.14749791418281788,-0.8168173924817719,0
-9.772927104651618,-4.9642309330623124,0
-0.626787160117475,-2.5935964909895564,0
-8.873934486363254,-9.59527534720099,0
-7.623641674638561,0.4798633492933426,1
-7.649475064457903,0.10115600540817482,1
2.984206042321272,0.5050092966097637,0
4.920897585308467,9.480624499441276,1
1.667375301943192,8.229080069096785,1
9.243450969490837,-6.76574443339784,1
-2.5025884095259183,-2.622349568882216,0
-4.285758274362785,-1.5208764107347612,0
7.3719825637892065,-2.7893416429670452,1
-5.528083229610948,5.969919272078261,1
9.264450788812226,0.48075339735173905,1
-9.756910506203674,1.4419963394325013,1
9.39757653415278,7.060271179758509,0
-9.136801760988478,6.1185630683071714,1
7.822862273961423,-7.355769543594006,1
0.5540221817259976,4.278291681672686,1
9.859295922386007,-1.2912774219592897,1
-8.524068705292024,-4.107021938749991,0
1.0770856880264148,-8.999623581956273,0
9.38605071238198,-0.2550087930909797,1
0.46195688340297636,-2.891266385509372,0
2.5879727627052507,-4.969739206471983,0
3.9149737796923425,3.893434591939151,0
-0.9091787046445354,5.389707746311741,1
2.551161601681269,-5.104209619411504,0
1.6862862384620048,-9.011051266413055,0
8.023160209819778,6.9750540113046995,1
-9.091072393170842,-9.800805175913933,0
-4.380736208155394,8.74224987842944,1
9.008229681531176,2.5523974796541182,1
7.805275677818326,-3.5630672959735943,1
-0.8868649442857404,-5.070441808465276,0
2.4026519560307342,-9.819886714710496,0
-4.452376340377347,-5.290571659782457,0
-6.237576805524774,-7.245433969657178,0
-0.7260319012003578,2.243324414462913,1
-2.9329554394789437,-6.669088228123973,0
1.6731222370174414,0.5725967507323855,0
-8.445307260700304,1.8023284468894154,1
9.48789615332333,-4.03916603306171,1
9.724214889592059,-9.298701019625625,0
3.9632342803949037,-9.254922387716078,0
0.7219273268824082,-9.473053356121648,0
-3.8094476742734447,4.782493342730925,1
6.275900394138972,-3.639805903714038,1
3.694623451077586,5.926003719353272,1
-6.747661213102174,-1.3653435231430162,0
8.21854368987685,-0.9400379834007229,1
6.450744858463381,0.2576520501914743,1
8.99599826583848,4.260629127502078,0
4.5143901677672,-4.529942683405858,1
2.268303918715798,-7.568253009329462,0
-1.6351392741876225,1.121146703829229,1
8.654569667080267,-3.4604475351452146,1
7.321277790008168,-1.1501737266392524,1
-9.095626597876212,2.938934166746108,1
-9.47266051005496,-0.11748517717458817,1
-2.4707326624390085,2.4055763420168574,1
6.211066615636657,0.8840000422725574,1
9.74552258629889,4.795927438721982,0
-6.991662177929436,4.1187323542323995,1
1.8826143070427026,0.6837978361723849,0
-2.3821828673795693,3.5780604171941377,1
9.398287956292066,7.471192045452256,1
6.842378462714173,-1.3545742442366286,1
6.766574094222758,-1.744738545024127,1
-0.6261368041005948,5.284912417047602,1
-1.703609953246696,1.6510767408398799,0
-4.531858561385875,-8.57986439554823,0
-8.872490066981458,7.842240313821627,1
7.294447525101063,-9.384337955247197,0
6.258020182601552,4.967927124194862,0
9.994353465722611,5.175882854086257,0
9.93273674147811,9.06222170563861,1
1.108634112052549,-8.917311831953585,0
5.37974830361021,1.9371372156898197,0
8.89531459764856,-1.4431885874589412,1
6.992947813548231,-3.387340902809159,1
-5.053037965136047,-8.19362879401854,0
-0.9891172937981292,1.2530823934261832,0
-7.4168116969701,-0.41918548650772713,1
9.081020545174447,-7.908910836979515,1
2.123492689017601,2.249790141941668,0
-5.427143889930745,4.759062405058769,1
3.434013688117135,5.345566021072965,1
2.3625648091579166,8.107463765248546,1
-2.8367456393431905,-1.8105851622244558,0
-7.72884815600742,9.06145537244274,1
3.4314639118559924,7.308588101653722,1
0.40615401807586693,-4.06996857952122,0
5.446367834712786,-6.81433925301083,0
0.40327002223986774,-1.292212077439732,0
7.043630006370801,-1.962025840880667,1
1.0381367754897113,1.5143861066240856,0
1.2187594307077259,1.6677246465549604,0
7.533072053166901,4.999739687599504,0
-1.9303426757520583,0.197798964112204,0
-7.319695430987185,-7.903547181184689,0
-9.42434647373322,7.165826711062124,1
5.1027451134723805,-3.804708336296258,1
2.406191027069294,9.42594920613184,1
4.081595361984471,-7.642797826404597,0
-5.740716769821786,9.165023444650064,1
-7.272570488264605,-8.17976386234966,0
-9.709106686642361,-5.37927724105881,0
-2.9882488238680605,-9.068401158269168,0
1.7983537370926612,4.102262932779899,1
-2.155119098005354,7.005974731435835,1
-1.2505015595254179,-1.3185783636803912,0
8.083173889874967,8.570441500848595,1
-3.0348906595339926,1.8059814351119918,1
0.2797897831962164,2.6001427089304645,0
5.673060254822861,6.908384034015398,1
-2.069144353574597,-4.063995898963222,0
2.4417340045574694,-2.9146855734474837,1
7.247274174934905,8.119038383892885,1
8.990412473152844,8.019269920775276,1
-7.058530381419241,9.529655524017418,1
8.531752503229889,8.036766328833423,1
-0.15767413840923616,-7.452559279332782,0
-4.8351122340208335,6.474485722739747,1
-0.8172848752347743,-1.8032304378081179,0
9.600651505709543,9.816027118918758,1
-0.14763812014260758,-0.5543807134239778,0
-3.424967794249836,1.0767216500444121,1
2.6680170863345154,0.5954983051359708,0
-5.197087624436138,-3.565259402834444,0
-8.482733437826722,-8.499558222141637,0
-7.4224055617870155,7.91302460803837,1
-7.439083220844552,6.053516250525735,1
-6.9619461297541125,-7.209464388806614,0
-7.223456547011797,5.535365427001457,1
2.817494896064293,2.5169333210122,0
-6.3623983120171035,-1.817124241647555,0
-3.086654333522736,-4.919577018088745,0
7.935768198120236,7.1945756700446495,1
-0.5207671947425538,4.003765185881061,1
3.3511547704205427,0.9547981893827373,0
-6.553602575967403,2.1913706779692816,1
-6.1542196238265845,-8.17867635835638,0
-9.182627674670423,-0.521604781776162,1
-6.621298738556709,-6.12599414428596,0
-4.4281932193608275,-5.8323264198234925,0
-6.459790314465064,3.226079245737335,1
-8.225949324858888,8.225123036685762,1
-7.587282577987984,-1.924867790433069,1
-0.7844246393454846,-5.845014539756193,0
-5.87332563188415,2.974938744733084,1
-2.714602779038491,7.423740927006357,1
0.06834541709713804,4.966376022449817,1
3.807896572587307,7.375144610731745,1
-9.213757203178021,0.7310934202159878,1
5.988207978180853,5.037524887383817,0
2.5580077898181557,-7.198708812821271,0
-8.364819361022562,-3.0345076927361703,0
7.471572482135546,-2.2090167103695517,1
8.417448010636264,0.22591492492069065,1
-8.778440802902725,8.581527205136474,1
-4.4624470370559255,7.485931204443485,1
6.124025595861227,-7.309490154216309,0
4.965193807673167,-6.544206962350736,0
-6.3095796128724535,-2.8471890082217737,0
-5.813013533265794,-4.185122682186522,0
-2.5905579441723603,2.2954190631252462,1
-0.30954029617957346,8.055520955290898,1
2.365095430605919,9.245830833451734,1
-2.621727208604552,3.07205905070453,1
-0.7493056773370412,6.763184028021733,1
4.94941876267513,0.5040440046159418,1
-9.266335942188043,-5.833461062799206,0
-4.951261113119585,0.4937682418695477,1
4.266991717691049,1.1016520287530227,0
7.9041367537439875,4.849151284271132,0
0.23354884231332207,-5.602340205853018,0
0.6422697053063136,-2.6337923582653655,0
-7.856559773204479,-2.7194506157086735,0
-1.0517526635309071,9.188791914823298,1
0.6523453291004628,-1.1211007934656223,0
-5.150589927305407,5.10187934596293,1
-4.615135381012381,5.016227627488782,1
-2.454316737907547,-4.689116303935172,0
-9.598576044445473,1.437393787434642,1
-3.5584166883364343,7.886057866372962,1
-5.7710398600691075,-0.4960456108610103,1
-3.4500529564417075,8.902350146850921,1
-7.604757363614976,-5.710835413516769,0
7.810545614797899,-8.516817884519385,0
1.8718490710809732,7.829077462894986,1
3.582046382889793,6.953623959244332,1
5.783424772146766,9.851797518676896,1
-0.031156021418855318,3.5878697622485216,1
-8.261594238251526,8.73375853334299,1
0.742130836370956,6.538980501682218,1
1.736822360417582,6.888526662401738,1
4.908789483686601,1.382831409085366,0
-1.3668090754064117,-2.3527080416657835,0
-7.448393944088725,8.691161450865636,1
-4.324481884025511,-1.3576564876821102,0
-2.738354072027298,0.7763873449933811,0
2.9183448266320244,-1.0777138574962457,1
1.4155660933782386,1.2963662792039425,1
-2.878065482043075,-0.5898984201534567,0
9.730304975859593,-9.040648828410482,0
2.1154963871377426,7.640963720153973,1
-5.25546416528011,-1.1121236216846047,0
-7.964350547591925,1.778872970146974,1
-6.94281721631336,-7.21624394484026,0
-5.080845432309838,-9.932243040347217,0
-6.786372534808887,-5.094198127127141,0
-6.268659518973885,4.0917206426670045,1
-4.298096626123058,-8.016109397742428,0
-6.5325280941049035,8.177748807729358,1
7.9353084925285025,-5.699548612876308,1
-8.395325086767155,-5.908127714164484,0
0.4902277914050934,-6.369840767570089,0
-1.7920634602067693,-9.720365740572705,0
9.647572338172129,5.436109369564692,0
-7.759221956638953,7.500690624905172,1
-2.042888019085167,2.2832540523239775,1
9.389408665507379,-6.236000366402754,1
7.310142517879605,-4.294440061182405,1
6.3414414189856,-0.4814660527007337,1
-4.841943459101204,9.086919032466017,1
-6.582248252198683,-5.0529725636451435,0
3.3728643984886197,4.632918078397761,1
8.587519782551716,-1.211035534141594,1
1.135257860278596,-4.043053032799564,0
1.432253789397997,-0.881681259557725,0
-4.4004181267943165,-8.575865649175348,0
5.389858663838737,5.97374741860725,1
-6.259125028849533,-5.1339614403406575,0
-3.526415271915127,4.508242463859409,1
-1.491271227671664,-8.633032571036106,0
0.15220757368910043,9.10197112331372,1
-5.151805351698395,-6.139700291886028,0
-7.703263505215929,7.6548415241416095,1
2.212400848832651,6.189464192308691,1
-4.227388935194885,9.35719848162832,1
1.6247644284522451,-0.44218678108500775,0
-6.912745694515953,4.54794587691903,1
-0.3771979629036508,-2.585786859244319,0
0.6517886510317172,-6.312635239606124,0
-8.963529263551461,-1.1384813413310226,1
-3.267914436121588,-6.685019692230902,0
-7.311706461220515,9.64089245572768,1
-8.732500590544646,-8.075070177185673,0
9.799204647798906,1.7842344690524072,1
-3.5529231005055406,2.5292771050811176,1
6.197488917092699,0.7615908574810852,1
-4.907186904724723,3.2437177142366718,1
3.630054444478585,-7.676384499762181,0
5.204557197793731,1.100370484105822,0
1.9127748121568864,-4.255748577452769,0
-0.5684762289968326,8.803521266021132,1
